0.000000000000000000e+00 7.652504000000000077e-04 7.777844000000000337e-04 1.071295000000000103e-03 1.096979000000000096e-03 9.971204999999999478e-04 1.550312999999999995e-03 2.292107000000000042e-04 1.058321000000000088e-03 1.066230999999999950e-03 1.062627999999999923e-03 1.064068000000000045e-03 1.064788000000000106e-03 1.064788000000000106e-03 1.143996999999999896e-03 1.061909999999999894e-03 1.062627999999999923e-03
3.906250000000000000e+00 5.589841999999999598e-04 5.295189999999999966e-04 7.293424000000000391e-04 7.463227999999999486e-04 6.788445000000000156e-04 1.055460000000000035e-03 1.572140000000000028e-04 7.205100999999999780e-04 7.258949999999999474e-04 7.229527000000000349e-04 7.244222999999999505e-04 7.244222999999999505e-04 7.249125000000000360e-04 7.793655000000000244e-04 7.229527000000000349e-04 7.234424999999999840e-04
7.812500000000000000e+00 2.324922999999999899e-04 1.533254000000000008e-04 2.108997999999999895e-04 2.161022000000000127e-04 1.962975999999999957e-04 3.054078000000000001e-04 4.699379999999999720e-05 2.083458000000000001e-04 2.100449000000000055e-04 2.091934999999999953e-04 2.096188000000000131e-04 2.094770999999999938e-04 2.096188000000000131e-04 2.273564999999999907e-04 2.090520999999999970e-04 2.091934999999999953e-04
1.171875000000000000e+01 1.002979000000000007e-04 1.272535000000000006e-05 1.743282000000000159e-05 1.797200000000000005e-05 1.621483000000000142e-05 2.524478999999999856e-05 4.314176999999999708e-06 1.724504000000000117e-05 1.739746000000000131e-05 1.729178999999999864e-05 1.735040999999999979e-05 1.730350000000000128e-05 1.730350000000000128e-05 2.311824999999999842e-05 1.726839999999999885e-05 1.731521000000000053e-05
1.562500000000000000e+01 6.851476000000000061e-05 9.259600000000000409e-08 1.587069000000000009e-07 6.765336999999999589e-07 3.303471000000000054e-07 1.524221999999999950e-09 2.011347000000000044e-07 2.385441000000000138e-07 3.546807999999999873e-07 2.542156999999999753e-07 1.569974000000000079e-07 1.116427999999999944e-06 3.534824999999999758e-07 9.885915000000000707e-06 2.395148999999999923e-07 1.873353000000000059e-07
1.953125000000000000e+01 5.326299000000000078e-05 1.026305000000000004e-07 1.265070000000000091e-07 5.639108000000000152e-07 3.142073000000000054e-07 1.524221999999999950e-09 2.090468999999999871e-07 1.900173000000000031e-07 2.681799000000000177e-07 1.891191000000000063e-07 1.254835999999999921e-07 1.030722999999999931e-06 2.654707000000000056e-07 8.931426999999999419e-06 2.233845999999999898e-07 1.600013999999999996e-07
2.343750000000000000e+01 4.376965999999999930e-05 1.279710999999999937e-07 9.481590999999999792e-08 7.283375999999999983e-07 2.798637999999999864e-07 1.524221999999999950e-09 1.596767999999999969e-07 1.679924000000000081e-07 2.211278000000000089e-07 1.061634999999999964e-07 9.278423000000000603e-08 7.575011000000000199e-07 1.582777999999999987e-07 8.919338000000000084e-06 2.026378999999999990e-07 1.175089999999999969e-07
2.734375000000000000e+01 3.715621000000000250e-05 1.333657999999999937e-07 7.217877000000000014e-08 7.161158999999999863e-07 2.865733000000000109e-07 1.604687000000000044e-09 1.109388000000000008e-07 1.090033999999999952e-07 3.973978000000000117e-07 9.392161000000000030e-08 1.135984999999999964e-07 5.150124999999999670e-07 1.374906999999999938e-07 6.689500000000000073e-06 1.549911000000000067e-07 1.153809000000000005e-07
3.125000000000000000e+01 3.229822000000000330e-05 1.062353000000000010e-07 1.018001999999999959e-07 7.204920999999999563e-07 3.006823999999999873e-07 2.598365999999999959e-09 9.159853000000000091e-08 1.054472000000000021e-07 5.488471000000000098e-07 1.073194999999999969e-07 1.404062999999999964e-07 5.685098999999999548e-07 1.183071999999999994e-07 5.109654999999999785e-06 9.908081999999999452e-08 1.379568000000000115e-07
3.515625000000000000e+01 2.857387999999999958e-05 7.598914999999999458e-08 1.375838000000000120e-07 8.911221999999999881e-07 2.834864000000000231e-07 1.988750000000000189e-09 9.328802999999999761e-08 1.341807999999999914e-07 4.881955999999999647e-07 1.161644999999999944e-07 1.552011000000000066e-07 6.965148999999999684e-07 1.002275999999999942e-07 4.420599000000000262e-06 7.542545000000000655e-08 2.004550999999999961e-07
