0.000000000000000000e+00 7.453963999999999772e-04
7.812500000000000000e+00 5.074691000000000098e-04
1.562500000000000000e+01 1.468414000000000134e-04
2.343750000000000000e+01 1.213779999999999922e-05
3.125000000000000000e+01 5.660042000000000047e-09
3.906250000000000000e+01 5.390803000000000166e-09
4.687500000000000000e+01 8.179784000000000092e-09
5.468750000000000000e+01 1.820621999999999837e-08
6.250000000000000000e+01 2.169498000000000029e-08
7.031250000000000000e+01 1.336206000000000007e-08
7.812500000000000000e+01 8.053421999999999903e-09
8.593750000000000000e+01 7.330236000000000080e-09
9.375000000000000000e+01 7.285715000000000002e-09
1.015625000000000000e+02 7.100699999999999685e-09
1.093750000000000000e+02 7.639245000000000124e-09
1.171875000000000000e+02 1.008959999999999957e-08
1.250000000000000000e+02 8.670091000000000103e-09
1.328125000000000000e+02 4.863729000000000214e-09
1.406250000000000000e+02 3.874305999999999587e-09
1.484375000000000000e+02 4.007676000000000337e-09
1.562500000000000000e+02 5.172745000000000008e-09
1.640625000000000000e+02 6.281911000000000187e-09
1.718750000000000000e+02 1.100279000000000022e-08
1.796875000000000000e+02 1.595493000000000045e-08
1.875000000000000000e+02 1.186938000000000063e-08
1.953125000000000000e+02 5.874735000000000393e-09
2.031250000000000000e+02 4.926686000000000041e-09
2.109375000000000000e+02 5.218465000000000136e-09
2.187500000000000000e+02 4.853861999999999839e-09
2.265625000000000000e+02 6.056435999999999785e-09
2.343750000000000000e+02 8.944301999999999209e-09
2.421875000000000000e+02 9.860043999999999416e-09
2.500000000000000000e+02 6.808866000000000256e-09
2.578125000000000000e+02 5.343573999999999605e-09
2.656250000000000000e+02 6.772094000000000375e-09
2.734375000000000000e+02 8.358897999999999521e-09
2.812500000000000000e+02 8.135609000000000293e-09
2.890625000000000000e+02 7.115134000000000051e-09
2.968750000000000000e+02 7.759109000000000198e-09
3.046875000000000000e+02 7.659956999999999959e-09
3.125000000000000000e+02 7.567191999999999194e-09
3.203125000000000000e+02 7.425121000000000006e-09
3.281250000000000000e+02 6.163970000000000170e-09
3.359375000000000000e+02 5.490234000000000006e-09
3.437500000000000000e+02 5.505119000000000209e-09
3.515625000000000000e+02 6.023728000000000025e-09
3.593750000000000000e+02 6.991007000000000114e-09
3.671875000000000000e+02 6.019650999999999896e-09
3.750000000000000000e+02 5.423745000000000072e-09
