0.000000000000000000e+00 7.219747999999999574e-04 1.026570000000000087e-03
3.906250000000000000e+00 5.273727000000000406e-04 6.984205000000000057e-04
7.812500000000000000e+00 2.191958999999999997e-04 2.019582999999999871e-04
1.171875000000000000e+01 9.398758999999999369e-05 1.665986000000000010e-05
1.562500000000000000e+01 6.429104000000000101e-05 1.003868000000000000e-06
1.953125000000000000e+01 4.987815000000000288e-05 7.809298999999999471e-07
2.343750000000000000e+01 4.129441000000000296e-05 6.575710000000000058e-07
2.734375000000000000e+01 3.536478000000000261e-05 4.881955999999999647e-07
3.125000000000000000e+01 3.084525999999999815e-05 4.307332999999999994e-07
3.515625000000000000e+01 2.745520000000000100e-05 4.357185999999999905e-07
3.906250000000000000e+01 2.478759999999999964e-05 3.226126000000000099e-07
4.296875000000000000e+01 2.259227999999999912e-05 3.041624000000000158e-07
4.687500000000000000e+01 2.070318000000000055e-05 3.447393000000000038e-07
5.078125000000000000e+01 1.920463999999999846e-05 4.327791000000000057e-07
5.468750000000000000e+01 1.763459000000000153e-05 1.648770000000000013e-06
5.859375000000000000e+01 1.584591000000000089e-05 3.262019000000000167e-06
6.250000000000000000e+01 1.566460999999999976e-05 2.957061000000000012e-06
6.640625000000000000e+01 1.555894000000000049e-05 1.199476999999999909e-06
7.031250000000000000e+01 1.477874999999999975e-05 2.712837999999999983e-07
7.421875000000000000e+01 1.404719999999999995e-05 3.187056000000000001e-07
7.812500000000000000e+01 1.344253999999999988e-05 2.879343999999999846e-07
8.203125000000000000e+01 1.290751999999999937e-05 1.616341999999999876e-07
8.593750000000000000e+01 1.227689999999999930e-05 1.467218999999999898e-07
8.984375000000000000e+01 1.172461999999999922e-05 1.683339000000000116e-07
9.375000000000000000e+01 1.121234000000000046e-05 1.509529999999999886e-07
9.765625000000000000e+01 1.067176000000000063e-05 1.533214999999999876e-07
1.015625000000000000e+02 1.023315999999999945e-05 1.614155000000000070e-07
1.054687500000000000e+02 9.805934999999999484e-06 1.258237999999999914e-07
1.093750000000000000e+02 9.352141000000000284e-06 1.267641000000000015e-07
1.132812500000000000e+02 8.931426999999999419e-06 7.017203999999999815e-07
1.171875000000000000e+02 8.913308000000000076e-06 1.905771000000000079e-06
1.210937500000000000e+02 9.245137999999999574e-06 2.303475999999999814e-06
1.250000000000000000e+02 8.728217999999999787e-06 1.281744999999999914e-06
1.289062500000000000e+02 8.107416999999999494e-06 3.144201000000000243e-07
1.328125000000000000e+02 7.721760000000000079e-06 1.403112999999999946e-07
1.367187500000000000e+02 7.364408999999999780e-06 9.558925000000000344e-08
1.406250000000000000e+02 7.080882000000000182e-06 9.424005999999999479e-08
1.445312500000000000e+02 6.799060999999999819e-06 1.071742999999999937e-07
1.484375000000000000e+02 6.519626999999999912e-06 1.197574999999999922e-07
1.523437500000000000e+02 6.260138000000000201e-06 1.489232000000000004e-07
1.562500000000000000e+02 6.006913999999999998e-06 1.299790999999999942e-07
1.601562500000000000e+02 5.795234999999999920e-06 7.609208000000000303e-08
1.640625000000000000e+02 5.617562999999999836e-06 6.490160999999999587e-08
1.679687500000000000e+02 5.519564999999999728e-06 1.084881000000000038e-07
1.718750000000000000e+02 5.530785000000000275e-06 3.587859000000000020e-07
1.757812500000000000e+02 5.818821000000000036e-06 1.295701999999999991e-06
1.796875000000000000e+02 5.648069999999999779e-06 2.088129000000000129e-06
1.835937500000000000e+02 4.582071000000000399e-06 1.567155000000000033e-06
1.875000000000000000e+02 4.218876999999999960e-06 5.111919999999999627e-07
1.914062500000000000e+02 4.236047000000000000e-06 5.737888999999999851e-08
1.953125000000000000e+02 4.198934999999999635e-06 4.897361000000000042e-08
1.992187500000000000e+02 4.125680999999999844e-06 7.770567999999999837e-08
2.031250000000000000e+02 4.042746000000000273e-06 7.058433999999999451e-08
2.070312500000000000e+02 4.001903999999999860e-06 5.588395000000000325e-08
2.109375000000000000e+02 3.948093999999999778e-06 5.963602999999999512e-08
2.148437500000000000e+02 3.895004000000000088e-06 5.899361999999999671e-08
2.187500000000000000e+02 3.879215999999999655e-06 4.943991000000000241e-08
2.226562500000000000e+02 3.855654000000000202e-06 6.008172999999999493e-08
2.265625000000000000e+02 3.837430000000000290e-06 6.032624000000000405e-08
2.304687500000000000e+02 3.811542999999999973e-06 1.361017000000000070e-07
2.343750000000000000e+02 3.699694999999999990e-06 7.725179000000000436e-07
